sortie_id,cadet_id,instructor_id,aircraft_id,base_id,scheduled_start,scheduled_end,actual_start,actual_end,status,delay_minutes,cancel_reason,lesson_type,flight_duration_hrs
S08251,C161,I030,A006,Bangalore,2025-03-23 11:00:00,2025-03-23 12:30:00,2025-03-23 11:13:00,2025-03-23 12:43:00,completed,13,,Cross Country,1.5
S08252,C106,I012,A015,Chennai,2025-06-03 16:00:00,2025-06-03 17:30:00,2025-06-03 16:12:00,2025-06-03 17:42:00,completed,12,,Navigation,1.5
S08253,C192,I009,A025,Chennai,2025-01-23 05:00:00,2025-01-23 06:30:00,2025-01-23 05:03:00,2025-01-23 06:33:00,completed,3,,Navigation,1.5
S08254,C160,I021,A013,Bangalore,2025-05-31 05:00:00,2025-05-31 06:30:00,2025-05-31 05:33:00,2025-05-31 07:03:00,completed,33,,Night Flying,1.5
S08255,C152,I013,A006,Chennai,2025-05-31 08:00:00,2025-05-31 09:30:00,2025-05-31 08:38:00,2025-05-31 10:08:00,delayed,38,,Night Flying,1.5
S08256,C066,I020,A008,Bangalore,2025-04-24 13:00:00,2025-04-24 14:30:00,2025-04-24 13:07:00,2025-04-24 14:37:00,completed,7,,Navigation,1.5
S08257,C109,I011,A017,Hyderabad,2025-03-21 18:00:00,2025-03-21 19:30:00,2025-03-21 19:38:00,2025-03-21 21:08:00,delayed,98,,Navigation,1.5
S08258,C004,I017,A015,Mysuru,2025-02-14 13:00:00,2025-02-14 14:30:00,2025-02-14 14:52:00,2025-02-14 16:22:00,delayed,112,,Circuit,1.5
S08259,C012,I018,A010,Mysuru,2025-03-27 16:00:00,2025-03-27 17:30:00,2025-03-27 16:17:00,2025-03-27 17:47:00,completed,17,,Navigation,1.5
S08260,C120,I017,A016,Hyderabad,2025-03-27 13:00:00,2025-03-27 14:30:00,2025-03-27 13:38:00,2025-03-27 15:08:00,completed,38,,Circuit,1.5
S08261,C144,I005,A005,Chennai,2025-06-09 15:00:00,2025-06-09 16:30:00,2025-06-09 15:03:00,2025-06-09 16:33:00,completed,3,,Night Flying,1.5
S08262,C084,I002,A003,Chennai,2025-02-28 05:00:00,2025-02-28 06:30:00,2025-02-28 05:16:00,2025-02-28 06:46:00,completed,16,,Circuit,1.5
S08263,C120,I009,A013,Hyderabad,2025-06-12 12:00:00,2025-06-12 13:30:00,2025-06-12 12:26:00,2025-06-12 13:56:00,completed,26,,Cross Country,1.5
S08264,C155,I028,A010,Bangalore,2025-01-23 08:00:00,2025-01-23 09:30:00,2025-01-23 08:26:00,2025-01-23 09:56:00,completed,26,,Cross Country,1.5
S08265,C033,I014,A020,Mysuru,2025-02-13 13:00:00,2025-02-13 14:30:00,2025-02-13 13:01:00,2025-02-13 14:31:00,completed,1,,Night Flying,1.5
S08266,C113,I011,A010,Mysuru,2025-01-22 07:00:00,2025-01-22 08:30:00,,,cancelled,0,ATC Restriction,Circuit,
S08267,C009,I028,A024,Bangalore,2025-06-22 15:00:00,2025-06-22 16:30:00,2025-06-22 15:27:00,2025-06-22 16:57:00,completed,27,,Night Flying,1.5
S08268,C117,I025,A013,Mysuru,2025-01-18 10:00:00,2025-01-18 11:30:00,2025-01-18 10:36:00,2025-01-18 12:06:00,completed,36,,General Handling,1.5
S08269,C029,I028,A010,Bangalore,2025-04-28 16:00:00,2025-04-28 17:30:00,2025-04-28 16:16:00,2025-04-28 17:46:00,completed,16,,Cross Country,1.5
S08270,C027,I028,A010,Hyderabad,2025-01-01 18:00:00,2025-01-01 19:30:00,,,cancelled,0,Weather,General Handling,
S08271,C124,I016,A010,Chennai,2025-02-26 06:00:00,2025-02-26 07:30:00,2025-02-26 06:05:00,2025-02-26 07:35:00,completed,5,,Navigation,1.5
S08272,C136,I021,A024,Hyderabad,2025-03-31 15:00:00,2025-03-31 16:30:00,2025-03-31 15:35:00,2025-03-31 17:05:00,completed,35,,Circuit,1.5
S08273,C124,I023,A006,Chennai,2025-06-22 17:00:00,2025-06-22 18:30:00,2025-06-22 17:15:00,2025-06-22 18:45:00,completed,15,,Navigation,1.5
S08274,C134,I003,A017,Bangalore,2025-06-06 11:00:00,2025-06-06 12:30:00,2025-06-06 11:31:00,2025-06-06 13:01:00,completed,31,,Circuit,1.5
S08275,C044,I001,A017,Pune,2025-06-04 12:00:00,2025-06-04 13:30:00,2025-06-04 12:39:00,2025-06-04 14:09:00,completed,39,,Night Flying,1.5
S08276,C187,I024,A010,Mysuru,2025-03-16 07:00:00,2025-03-16 08:30:00,,,cancelled,0,ATC Restriction,Navigation,
S08277,C153,I020,A005,Hyderabad,2025-05-23 14:00:00,2025-05-23 15:30:00,2025-05-23 14:07:00,2025-05-23 15:37:00,completed,7,,General Handling,1.5
S08278,C093,I014,A021,Bangalore,2025-02-05 15:00:00,2025-02-05 16:30:00,2025-02-05 15:27:00,2025-02-05 16:57:00,completed,27,,Night Flying,1.5
S08279,C049,I021,A012,Mysuru,2025-03-01 12:00:00,2025-03-01 13:30:00,2025-03-01 12:26:00,2025-03-01 13:56:00,completed,26,,General Handling,1.5
S08280,C093,I024,A001,Bangalore,2025-06-15 05:00:00,2025-06-15 06:30:00,2025-06-15 05:06:00,2025-06-15 06:36:00,completed,6,,Cross Country,1.5
S08281,C079,I020,A020,Chennai,2025-05-05 11:00:00,2025-05-05 12:30:00,2025-05-05 11:30:00,2025-05-05 13:00:00,completed,30,,Navigation,1.5
S08282,C164,I020,A018,Mysuru,2025-05-11 12:00:00,2025-05-11 13:30:00,2025-05-11 12:30:00,2025-05-11 14:00:00,completed,30,,Cross Country,1.5
S08283,C080,I016,A001,Chennai,2025-02-02 15:00:00,2025-02-02 16:30:00,,,cancelled,0,Aircraft Defect,Night Flying,
S08284,C155,I018,A017,Bangalore,2025-05-19 17:00:00,2025-05-19 18:30:00,,,cancelled,0,Weather,Circuit,
S08285,C087,I001,A001,Bangalore,2025-04-15 08:00:00,2025-04-15 09:30:00,2025-04-15 08:27:00,2025-04-15 09:57:00,completed,27,,Night Flying,1.5
S08286,C120,I028,A017,Hyderabad,2025-05-15 15:00:00,2025-05-15 16:30:00,2025-05-15 15:22:00,2025-05-15 16:52:00,completed,22,,Navigation,1.5
S08287,C199,I006,A006,Mysuru,2025-01-23 16:00:00,2025-01-23 17:30:00,2025-01-23 17:53:00,2025-01-23 19:23:00,delayed,113,,Cross Country,1.5
S08288,C076,I007,A003,Bangalore,2025-06-13 07:00:00,2025-06-13 08:30:00,,,cancelled,0,Aircraft Defect,Cross Country,
S08289,C188,I003,A013,Chennai,2025-04-13 07:00:00,2025-04-13 08:30:00,2025-04-13 07:37:00,2025-04-13 09:07:00,completed,37,,Circuit,1.5
S08290,C016,I027,A016,Hyderabad,2025-02-17 11:00:00,2025-02-17 12:30:00,2025-02-17 12:25:00,2025-02-17 13:55:00,delayed,85,,Cross Country,1.5
S08291,C089,I007,A019,Bangalore,2025-04-24 13:00:00,2025-04-24 14:30:00,2025-04-24 13:32:00,2025-04-24 15:02:00,completed,32,,Navigation,1.5
S08292,C014,I012,A016,Pune,2025-05-26 16:00:00,2025-05-26 17:30:00,2025-05-26 16:12:00,2025-05-26 17:42:00,completed,12,,Cross Country,1.5
S08293,C109,I013,A015,Hyderabad,2025-06-14 11:00:00,2025-06-14 12:30:00,2025-06-14 11:05:00,2025-06-14 12:35:00,completed,5,,Cross Country,1.5
S08294,C024,I018,A024,Bangalore,2025-03-25 07:00:00,2025-03-25 08:30:00,2025-03-25 07:11:00,2025-03-25 08:41:00,completed,11,,Night Flying,1.5
S08295,C168,I017,A006,Pune,2025-06-14 14:00:00,2025-06-14 15:30:00,2025-06-14 14:34:00,2025-06-14 16:04:00,completed,34,,Night Flying,1.5
S08296,C017,I016,A001,Hyderabad,2025-01-01 12:00:00,2025-01-01 13:30:00,2025-01-01 12:18:00,2025-01-01 13:48:00,completed,18,,Night Flying,1.5
S08297,C109,I015,A013,Hyderabad,2025-05-30 08:00:00,2025-05-30 09:30:00,2025-05-30 08:20:00,2025-05-30 09:50:00,completed,20,,Night Flying,1.5
S08298,C070,I015,A025,Mysuru,2025-05-18 06:00:00,2025-05-18 07:30:00,2025-05-18 06:08:00,2025-05-18 07:38:00,completed,8,,General Handling,1.5
S08299,C025,I007,A002,Bangalore,2025-03-29 14:00:00,2025-03-29 15:30:00,2025-03-29 14:30:00,2025-03-29 16:00:00,completed,30,,Cross Country,1.5
S08300,C114,I024,A012,Pune,2025-04-30 07:00:00,2025-04-30 08:30:00,2025-04-30 07:27:00,2025-04-30 08:57:00,completed,27,,General Handling,1.5
S08301,C111,I018,A017,Mysuru,2025-06-04 18:00:00,2025-06-04 19:30:00,2025-06-04 19:33:00,2025-06-04 21:03:00,delayed,93,,Cross Country,1.5
S08302,C195,I002,A002,Chennai,2025-03-17 05:00:00,2025-03-17 06:30:00,2025-03-17 05:35:00,2025-03-17 07:05:00,completed,35,,Circuit,1.5
S08303,C078,I001,A012,Bangalore,2025-05-23 10:00:00,2025-05-23 11:30:00,2025-05-23 11:38:00,2025-05-23 13:08:00,delayed,98,,Navigation,1.5
S08304,C112,I027,A015,Bangalore,2025-03-23 05:00:00,2025-03-23 06:30:00,2025-03-23 05:04:00,2025-03-23 06:34:00,completed,4,,General Handling,1.5
S08305,C070,I006,A016,Mysuru,2025-02-01 17:00:00,2025-02-01 18:30:00,2025-02-01 17:28:00,2025-02-01 18:58:00,completed,28,,Navigation,1.5
S08306,C050,I016,A013,Bangalore,2025-04-10 10:00:00,2025-04-10 11:30:00,2025-04-10 10:30:00,2025-04-10 12:00:00,completed,30,,Night Flying,1.5
S08307,C153,I004,A016,Hyderabad,2025-05-30 08:00:00,2025-05-30 09:30:00,2025-05-30 09:43:00,2025-05-30 11:13:00,delayed,103,,Navigation,1.5
S08308,C113,I010,A024,Mysuru,2025-02-05 14:00:00,2025-02-05 15:30:00,,,cancelled,0,Aircraft Defect,General Handling,
S08309,C112,I017,A016,Bangalore,2025-04-12 10:00:00,2025-04-12 11:30:00,,,cancelled,0,Instructor Unavailable,Navigation,
S08310,C020,I010,A024,Pune,2025-05-17 13:00:00,2025-05-17 14:30:00,2025-05-17 14:26:00,2025-05-17 15:56:00,delayed,86,,Navigation,1.5
S08311,C149,I017,A006,Chennai,2025-06-15 06:00:00,2025-06-15 07:30:00,,,cancelled,0,Aircraft Defect,General Handling,
S08312,C037,I020,A003,Mysuru,2025-05-15 11:00:00,2025-05-15 12:30:00,2025-05-15 11:02:00,2025-05-15 12:32:00,completed,2,,Navigation,1.5
S08313,C104,I009,A017,Pune,2025-06-16 10:00:00,2025-06-16 11:30:00,2025-06-16 10:02:00,2025-06-16 11:32:00,completed,2,,Navigation,1.5
S08314,C045,I019,A015,Hyderabad,2025-06-04 07:00:00,2025-06-04 08:30:00,2025-06-04 08:03:00,2025-06-04 09:33:00,delayed,63,,General Handling,1.5
S08315,C076,I020,A018,Bangalore,2025-06-02 16:00:00,2025-06-02 17:30:00,2025-06-02 16:40:00,2025-06-02 18:10:00,completed,40,,Circuit,1.5
S08316,C029,I012,A016,Bangalore,2025-05-14 12:00:00,2025-05-14 13:30:00,,,cancelled,0,ATC Restriction,Night Flying,
S08317,C198,I013,A015,Hyderabad,2025-05-06 10:00:00,2025-05-06 11:30:00,,,cancelled,0,Aircraft Defect,Cross Country,
S08318,C122,I009,A025,Bangalore,2025-01-13 15:00:00,2025-01-13 16:30:00,2025-01-13 15:14:00,2025-01-13 16:44:00,completed,14,,Navigation,1.5
S08319,C035,I016,A012,Mysuru,2025-02-06 14:00:00,2025-02-06 15:30:00,2025-02-06 14:12:00,2025-02-06 15:42:00,completed,12,,Navigation,1.5
S08320,C024,I027,A006,Bangalore,2025-02-01 06:00:00,2025-02-01 07:30:00,,,cancelled,0,Weather,Circuit,
S08321,C160,I017,A016,Bangalore,2025-03-29 15:00:00,2025-03-29 16:30:00,2025-03-29 15:00:00,2025-03-29 16:30:00,completed,0,,Navigation,1.5
S08322,C135,I008,A013,Pune,2025-06-14 13:00:00,2025-06-14 14:30:00,2025-06-14 13:25:00,2025-06-14 14:55:00,completed,25,,Navigation,1.5
S08323,C100,I014,A005,Bangalore,2025-05-07 09:00:00,2025-05-07 10:30:00,2025-05-07 09:10:00,2025-05-07 10:40:00,completed,10,,Night Flying,1.5
S08324,C117,I027,A015,Mysuru,2025-01-06 11:00:00,2025-01-06 12:30:00,2025-01-06 12:54:00,2025-01-06 14:24:00,delayed,114,,Night Flying,1.5
S08325,C121,I005,A021,Bangalore,2025-03-30 07:00:00,2025-03-30 08:30:00,2025-03-30 07:11:00,2025-03-30 08:41:00,completed,11,,Circuit,1.5
S08326,C185,I014,A008,Hyderabad,2025-02-28 18:00:00,2025-02-28 19:30:00,2025-02-28 18:12:00,2025-02-28 19:42:00,completed,12,,Cross Country,1.5
S08327,C109,I007,A003,Hyderabad,2025-06-04 08:00:00,2025-06-04 09:30:00,2025-06-04 08:07:00,2025-06-04 09:37:00,completed,7,,Night Flying,1.5
S08328,C180,I028,A013,Hyderabad,2025-01-05 11:00:00,2025-01-05 12:30:00,2025-01-05 11:10:00,2025-01-05 12:40:00,completed,10,,Navigation,1.5
S08329,C149,I007,A008,Chennai,2025-01-04 17:00:00,2025-01-04 18:30:00,2025-01-04 17:31:00,2025-01-04 19:01:00,completed,31,,Circuit,1.5
S08330,C111,I016,A025,Mysuru,2025-01-06 07:00:00,2025-01-06 08:30:00,2025-01-06 07:16:00,2025-01-06 08:46:00,completed,16,,Circuit,1.5
S08331,C097,I012,A006,Pune,2025-04-09 15:00:00,2025-04-09 16:30:00,2025-04-09 15:27:00,2025-04-09 16:57:00,completed,27,,Circuit,1.5
S08332,C150,I030,A015,Hyderabad,2025-03-08 16:00:00,2025-03-08 17:30:00,2025-03-08 16:36:00,2025-03-08 18:06:00,completed,36,,Cross Country,1.5
S08333,C156,I020,A021,Chennai,2025-04-04 08:00:00,2025-04-04 09:30:00,2025-04-04 08:30:00,2025-04-04 10:00:00,completed,30,,General Handling,1.5
S08334,C014,I013,A015,Pune,2025-01-07 16:00:00,2025-01-07 17:30:00,2025-01-07 17:11:00,2025-01-07 18:41:00,delayed,71,,Cross Country,1.5
S08335,C200,I022,A007,Mysuru,2025-06-26 06:00:00,2025-06-26 07:30:00,2025-06-26 07:52:00,2025-06-26 09:22:00,delayed,112,,General Handling,1.5
S08336,C015,I013,A015,Pune,2025-03-20 11:00:00,2025-03-20 12:30:00,2025-03-20 11:38:00,2025-03-20 13:08:00,completed,38,,General Handling,1.5
S08337,C105,I023,A015,Bangalore,2025-04-15 15:00:00,2025-04-15 16:30:00,2025-04-15 15:31:00,2025-04-15 17:01:00,completed,31,,General Handling,1.5
S08338,C196,I007,A008,Hyderabad,2025-01-13 16:00:00,2025-01-13 17:30:00,2025-01-13 16:24:00,2025-01-13 17:54:00,completed,24,,Night Flying,1.5
S08339,C164,I004,A006,Mysuru,2025-05-07 17:00:00,2025-05-07 18:30:00,2025-05-07 17:13:00,2025-05-07 18:43:00,completed,13,,General Handling,1.5
S08340,C058,I028,A010,Hyderabad,2025-06-15 09:00:00,2025-06-15 10:30:00,2025-06-15 09:16:00,2025-06-15 10:46:00,completed,16,,General Handling,1.5
S08341,C197,I026,A016,Pune,2025-02-26 09:00:00,2025-02-26 10:30:00,2025-02-26 09:21:00,2025-02-26 10:51:00,completed,21,,Navigation,1.5
S08342,C156,I010,A025,Chennai,2025-03-13 11:00:00,2025-03-13 12:30:00,2025-03-13 11:27:00,2025-03-13 12:57:00,completed,27,,Night Flying,1.5
S08343,C005,I010,A024,Bangalore,2025-05-18 15:00:00,2025-05-18 16:30:00,,,cancelled,0,Weather,Cross Country,
S08344,C055,I009,A013,Chennai,2025-04-01 18:00:00,2025-04-01 19:30:00,2025-04-01 18:32:00,2025-04-01 20:02:00,completed,32,,Circuit,1.5
S08345,C112,I017,A016,Bangalore,2025-06-20 16:00:00,2025-06-20 17:30:00,2025-06-20 16:17:00,2025-06-20 17:47:00,completed,17,,Night Flying,1.5
S08346,C173,I009,A017,Chennai,2025-02-20 17:00:00,2025-02-20 18:30:00,2025-02-20 17:18:00,2025-02-20 18:48:00,completed,18,,Night Flying,1.5
S08347,C063,I019,A016,Mysuru,2025-02-28 15:00:00,2025-02-28 16:30:00,2025-02-28 15:22:00,2025-02-28 16:52:00,completed,22,,Night Flying,1.5
S08348,C100,I030,A006,Bangalore,2025-04-20 15:00:00,2025-04-20 16:30:00,2025-04-20 15:10:00,2025-04-20 16:40:00,completed,10,,Cross Country,1.5
S08349,C188,I025,A001,Chennai,2025-05-07 08:00:00,2025-05-07 09:30:00,2025-05-07 08:27:00,2025-05-07 09:57:00,completed,27,,Cross Country,1.5
S08350,C138,I021,A024,Mysuru,2025-03-18 13:00:00,2025-03-18 14:30:00,2025-03-18 13:20:00,2025-03-18 14:50:00,completed,20,,Circuit,1.5
S08351,C004,I016,A024,Mysuru,2025-02-09 05:00:00,2025-02-09 06:30:00,2025-02-09 06:54:00,2025-02-09 08:24:00,delayed,114,,Cross Country,1.5
S08352,C030,I006,A006,Hyderabad,2025-05-02 10:00:00,2025-05-02 11:30:00,2025-05-02 10:33:00,2025-05-02 12:03:00,completed,33,,Cross Country,1.5
S08353,C011,I030,A006,Bangalore,2025-01-02 13:00:00,2025-01-02 14:30:00,2025-01-02 14:47:00,2025-01-02 16:17:00,delayed,107,,General Handling,1.5
S08354,C168,I013,A006,Pune,2025-03-04 07:00:00,2025-03-04 08:30:00,2025-03-04 07:26:00,2025-03-04 08:56:00,completed,26,,Night Flying,1.5
S08355,C075,I026,A015,Chennai,2025-05-24 08:00:00,2025-05-24 09:30:00,2025-05-24 09:54:00,2025-05-24 11:24:00,delayed,114,,General Handling,1.5
S08356,C004,I023,A015,Mysuru,2025-03-18 08:00:00,2025-03-18 09:30:00,2025-03-18 08:27:00,2025-03-18 09:57:00,completed,27,,Night Flying,1.5
S08357,C136,I019,A006,Hyderabad,2025-06-26 10:00:00,2025-06-26 11:30:00,2025-06-26 10:34:00,2025-06-26 12:04:00,completed,34,,Navigation,1.5
S08358,C165,I021,A010,Mysuru,2025-04-02 05:00:00,2025-04-02 06:30:00,2025-04-02 05:19:00,2025-04-02 06:49:00,completed,19,,General Handling,1.5
S08359,C101,I030,A016,Chennai,2025-01-16 10:00:00,2025-01-16 11:30:00,2025-01-16 10:02:00,2025-01-16 11:32:00,completed,2,,Night Flying,1.5
S08360,C115,I026,A015,Pune,2025-02-14 13:00:00,2025-02-14 14:30:00,2025-02-14 13:17:00,2025-02-14 14:47:00,completed,17,,Cross Country,1.5
S08361,C038,I007,A004,Hyderabad,2025-04-29 07:00:00,2025-04-29 08:30:00,2025-04-29 07:00:00,2025-04-29 08:30:00,completed,0,,Navigation,1.5
S08362,C198,I019,A016,Hyderabad,2025-04-28 08:00:00,2025-04-28 09:30:00,2025-04-28 08:17:00,2025-04-28 09:47:00,completed,17,,Circuit,1.5
S08363,C036,I026,A015,Chennai,2025-06-04 17:00:00,2025-06-04 18:30:00,,,cancelled,0,Aircraft Defect,Circuit,
S08364,C084,I030,A006,Chennai,2025-05-26 05:00:00,2025-05-26 06:30:00,2025-05-26 06:59:00,2025-05-26 08:29:00,delayed,119,,Cross Country,1.5
S08365,C180,I013,A016,Hyderabad,2025-04-25 08:00:00,2025-04-25 09:30:00,2025-04-25 08:31:00,2025-04-25 10:01:00,completed,31,,Circuit,1.5
S08366,C111,I013,A006,Mysuru,2025-06-01 10:00:00,2025-06-01 11:30:00,2025-06-01 10:17:00,2025-06-01 11:47:00,completed,17,,General Handling,1.5
S08367,C078,I023,A016,Bangalore,2025-06-20 15:00:00,2025-06-20 16:30:00,2025-06-20 15:00:00,2025-06-20 16:30:00,completed,0,,Circuit,1.5
S08368,C094,I024,A010,Bangalore,2025-05-24 05:00:00,2025-05-24 06:30:00,2025-05-24 05:04:00,2025-05-24 06:34:00,completed,4,,Cross Country,1.5
S08369,C195,I026,A015,Chennai,2025-02-05 10:00:00,2025-02-05 11:30:00,2025-02-05 10:35:00,2025-02-05 12:05:00,completed,35,,General Handling,1.5
S08370,C030,I030,A016,Hyderabad,2025-01-29 10:00:00,2025-01-29 11:30:00,2025-01-29 10:02:00,2025-01-29 11:32:00,completed,2,,Circuit,1.5
S08371,C102,I006,A006,Pune,2025-06-26 16:00:00,2025-06-26 17:30:00,2025-06-26 16:40:00,2025-06-26 18:10:00,completed,40,,Navigation,1.5
S08372,C178,I009,A017,Hyderabad,2025-03-18 10:00:00,2025-03-18 11:30:00,2025-03-18 10:01:00,2025-03-18 11:31:00,completed,1,,Circuit,1.5
S08373,C021,I002,A020,Bangalore,2025-05-24 06:00:00,2025-05-24 07:30:00,2025-05-24 06:19:00,2025-05-24 07:49:00,completed,19,,Circuit,1.5
S08374,C102,I027,A006,Pune,2025-03-29 08:00:00,2025-03-29 09:30:00,2025-03-29 08:04:00,2025-03-29 09:34:00,completed,4,,Circuit,1.5
S08375,C093,I023,A016,Bangalore,2025-04-29 14:00:00,2025-04-29 15:30:00,2025-04-29 15:03:00,2025-04-29 16:33:00,delayed,63,,Circuit,1.5
S08376,C105,I014,A005,Bangalore,2025-02-27 17:00:00,2025-02-27 18:30:00,2025-02-27 17:31:00,2025-02-27 19:01:00,completed,31,,Night Flying,1.5
S08377,C128,I030,A015,Hyderabad,2025-03-26 08:00:00,2025-03-26 09:30:00,,,cancelled,0,Aircraft Defect,Navigation,
S08378,C129,I015,A012,Chennai,2025-01-26 06:00:00,2025-01-26 07:30:00,,,cancelled,0,Weather,Circuit,
S08379,C101,I007,A018,Chennai,2025-03-03 15:00:00,2025-03-03 16:30:00,2025-03-03 15:22:00,2025-03-03 16:52:00,completed,22,,Night Flying,1.5
S08380,C112,I030,A016,Bangalore,2025-01-08 09:00:00,2025-01-08 10:30:00,2025-01-08 09:10:00,2025-01-08 10:40:00,completed,10,,Cross Country,1.5
S08381,C038,I020,A004,Hyderabad,2025-04-02 07:00:00,2025-04-02 08:30:00,2025-04-02 07:29:00,2025-04-02 08:59:00,completed,29,,General Handling,1.5
S08382,C169,I013,A006,Chennai,2025-02-08 13:00:00,2025-02-08 14:30:00,2025-02-08 13:27:00,2025-02-08 14:57:00,completed,27,,Cross Country,1.5
S08383,C184,I018,A013,Bangalore,2025-02-16 17:00:00,2025-02-16 18:30:00,2025-02-16 17:22:00,2025-02-16 18:52:00,completed,22,,Navigation,1.5
S08384,C125,I011,A025,Bangalore,2025-06-27 05:00:00,2025-06-27 06:30:00,2025-06-27 05:33:00,2025-06-27 07:03:00,completed,33,,General Handling,1.5
S08385,C165,I017,A006,Mysuru,2025-05-07 08:00:00,2025-05-07 09:30:00,2025-05-07 08:33:00,2025-05-07 10:03:00,completed,33,,Circuit,1.5
S08386,C129,I018,A001,Chennai,2025-05-22 16:00:00,2025-05-22 17:30:00,2025-05-22 16:22:00,2025-05-22 17:52:00,completed,22,,General Handling,1.5
S08387,C111,I024,A001,Mysuru,2025-03-16 10:00:00,2025-03-16 11:30:00,,,cancelled,0,Aircraft Defect,Navigation,
S08388,C085,I001,A001,Hyderabad,2025-03-08 15:00:00,2025-03-08 16:30:00,2025-03-08 15:27:00,2025-03-08 16:57:00,completed,27,,Navigation,1.5
S08389,C174,I019,A016,Bangalore,2025-06-04 18:00:00,2025-06-04 19:30:00,2025-06-04 19:50:00,2025-06-04 21:20:00,delayed,110,,Navigation,1.5
S08390,C161,I008,A025,Bangalore,2025-05-30 08:00:00,2025-05-30 09:30:00,2025-05-30 08:20:00,2025-05-30 09:50:00,completed,20,,Navigation,1.5
S08391,C050,I015,A012,Bangalore,2025-01-21 12:00:00,2025-01-21 13:30:00,2025-01-21 12:19:00,2025-01-21 13:49:00,completed,19,,General Handling,1.5
S08392,C153,I016,A010,Hyderabad,2025-04-02 10:00:00,2025-04-02 11:30:00,,,cancelled,0,ATC Restriction,Circuit,
S08393,C002,I016,A017,Pune,2025-06-26 12:00:00,2025-06-26 13:30:00,2025-06-26 12:02:00,2025-06-26 13:32:00,completed,2,,Cross Country,1.5
S08394,C155,I013,A016,Bangalore,2025-02-04 12:00:00,2025-02-04 13:30:00,2025-02-04 12:11:00,2025-02-04 13:41:00,completed,11,,Night Flying,1.5
S08395,C097,I003,A017,Pune,2025-01-28 11:00:00,2025-01-28 12:30:00,2025-01-28 11:29:00,2025-01-28 12:59:00,completed,29,,Circuit,1.5
S08396,C162,I006,A015,Mysuru,2025-03-05 12:00:00,2025-03-05 13:30:00,2025-03-05 12:16:00,2025-03-05 13:46:00,completed,16,,Cross Country,1.5
S08397,C052,I006,A015,Hyderabad,2025-01-25 18:00:00,2025-01-25 19:30:00,2025-01-25 18:08:00,2025-01-25 19:38:00,completed,8,,Navigation,1.5
S08398,C012,I008,A012,Mysuru,2025-06-20 10:00:00,2025-06-20 11:30:00,,,cancelled,0,Weather,Cross Country,
S08399,C184,I005,A022,Bangalore,2025-04-06 11:00:00,2025-04-06 12:30:00,2025-04-06 11:10:00,2025-04-06 12:40:00,completed,10,,Cross Country,1.5
S08400,C059,I006,A015,Mysuru,2025-03-07 06:00:00,2025-03-07 07:30:00,2025-03-07 06:11:00,2025-03-07 07:41:00,completed,11,,Cross Country,1.5
S08401,C089,I023,A015,Bangalore,2025-01-08 13:00:00,2025-01-08 14:30:00,2025-01-08 13:16:00,2025-01-08 14:46:00,completed,16,,Night Flying,1.5
S08402,C001,I007,A007,Bangalore,2025-01-31 13:00:00,2025-01-31 14:30:00,2025-01-31 13:28:00,2025-01-31 14:58:00,completed,28,,Cross Country,1.5
S08403,C033,I021,A025,Mysuru,2025-02-10 05:00:00,2025-02-10 06:30:00,2025-02-10 05:37:00,2025-02-10 07:07:00,completed,37,,Night Flying,1.5
S08404,C020,I026,A016,Pune,2025-01-16 11:00:00,2025-01-16 12:30:00,2025-01-16 12:43:00,2025-01-16 14:13:00,delayed,103,,Circuit,1.5
S08405,C018,I006,A015,Bangalore,2025-01-22 14:00:00,2025-01-22 15:30:00,2025-01-22 14:27:00,2025-01-22 15:57:00,completed,27,,Circuit,1.5
S08406,C015,I021,A017,Pune,2025-01-06 17:00:00,2025-01-06 18:30:00,2025-01-06 17:15:00,2025-01-06 18:45:00,completed,15,,Night Flying,1.5
S08407,C086,I010,A012,Chennai,2025-06-03 10:00:00,2025-06-03 11:30:00,2025-06-03 10:04:00,2025-06-03 11:34:00,completed,4,,Cross Country,1.5
S08408,C123,I020,A018,Chennai,2025-05-07 05:00:00,2025-05-07 06:30:00,,,cancelled,0,Weather,General Handling,
S08409,C128,I022,A014,Hyderabad,2025-03-27 05:00:00,2025-03-27 06:30:00,2025-03-27 05:21:00,2025-03-27 06:51:00,completed,21,,Night Flying,1.5
S08410,C145,I008,A025,Bangalore,2025-06-01 13:00:00,2025-06-01 14:30:00,2025-06-01 13:48:00,2025-06-01 15:18:00,delayed,48,,Circuit,1.5
S08411,C085,I021,A025,Hyderabad,2025-06-23 16:00:00,2025-06-23 17:30:00,2025-06-23 17:23:00,2025-06-23 18:53:00,delayed,83,,Cross Country,1.5
S08412,C062,I006,A015,Pune,2025-02-28 15:00:00,2025-02-28 16:30:00,2025-02-28 15:06:00,2025-02-28 16:36:00,completed,6,,Circuit,1.5
S08413,C006,I008,A010,Chennai,2025-02-25 09:00:00,2025-02-25 10:30:00,2025-02-25 09:14:00,2025-02-25 10:44:00,completed,14,,Night Flying,1.5
S08414,C073,I018,A017,Pune,2025-05-23 13:00:00,2025-05-23 14:30:00,2025-05-23 13:02:00,2025-05-23 14:32:00,completed,2,,General Handling,1.5
S08415,C148,I011,A013,Hyderabad,2025-05-09 10:00:00,2025-05-09 11:30:00,2025-05-09 10:05:00,2025-05-09 11:35:00,completed,5,,General Handling,1.5
