sortie_id,cadet_id,instructor_id,aircraft_id,base_id,scheduled_start,scheduled_end,actual_start,actual_end,status,delay_minutes,cancel_reason,lesson_type
S11130,C078,I020,A018,Bangalore,2025-01-18 16:00:00,2025-01-18 17:30:00,2025-01-18 16:21:00,2025-01-18 17:51:00,completed,21,,Cross Country
S11131,C103,I025,A025,Pune,2025-04-01 05:00:00,2025-04-01 06:30:00,2025-04-01 05:37:00,2025-04-01 07:07:00,completed,37,,Circuit
S11132,C189,I011,A017,Mysuru,2025-04-28 07:00:00,2025-04-28 08:30:00,2025-04-28 07:03:00,2025-04-28 08:33:00,completed,3,,Night Flying
S11133,C125,I017,A006,Bangalore,2025-03-11 13:00:00,2025-03-11 14:30:00,2025-03-11 13:34:00,2025-03-11 15:04:00,delayed,34,,Circuit
S11134,C047,I001,A013,Hyderabad,2025-04-08 14:00:00,2025-04-08 15:30:00,2025-04-08 14:23:00,2025-04-08 15:53:00,completed,23,,Cross Country
S11135,C016,I005,A023,Hyderabad,2025-06-14 10:00:00,2025-06-14 11:30:00,2025-06-14 10:26:00,2025-06-14 11:56:00,completed,26,,Circuit
S11136,C161,I005,A003,Bangalore,2025-06-06 09:00:00,2025-06-06 10:30:00,,,cancelled,0,Weather,Circuit
S11137,C006,I013,A006,Chennai,2025-02-21 14:00:00,2025-02-21 15:30:00,2025-02-21 14:06:00,2025-02-21 15:36:00,completed,6,,Cross Country
S11138,C026,I007,A021,Mysuru,2025-05-18 11:00:00,2025-05-18 12:30:00,2025-05-18 11:29:00,2025-05-18 12:59:00,completed,29,,Navigation
S11139,C118,I029,A003,Mysuru,2025-05-14 13:00:00,2025-05-14 14:30:00,2025-05-14 13:20:00,2025-05-14 14:50:00,completed,20,,General Handling
S11140,C074,I007,A014,Chennai,2025-01-05 11:00:00,2025-01-05 12:30:00,2025-01-05 11:36:00,2025-01-05 13:06:00,completed,36,,General Handling
S11141,C126,I009,A017,Bangalore,2025-02-28 17:00:00,2025-02-28 18:30:00,2025-02-28 17:37:00,2025-02-28 19:07:00,completed,37,,General Handling
S11142,C155,I002,A021,Bangalore,2025-03-10 17:00:00,2025-03-10 18:30:00,2025-03-10 17:06:00,2025-03-10 18:36:00,completed,6,,Navigation
S11143,C113,I012,A006,Mysuru,2025-01-18 05:00:00,2025-01-18 06:30:00,2025-01-18 06:08:00,2025-01-18 07:38:00,delayed,68,,Circuit
S11144,C131,I007,A003,Hyderabad,2025-05-05 17:00:00,2025-05-05 18:30:00,2025-05-05 17:37:00,2025-05-05 19:07:00,completed,37,,Cross Country
S11145,C041,I015,A017,Mysuru,2025-03-08 14:00:00,2025-03-08 15:30:00,,,cancelled,0,Aircraft Defect,Circuit
S11146,C167,I019,A015,Bangalore,2025-03-31 09:00:00,2025-03-31 10:30:00,2025-03-31 09:37:00,2025-03-31 11:07:00,completed,37,,Circuit
S11147,C016,I011,A024,Hyderabad,2025-01-30 05:00:00,2025-01-30 06:30:00,2025-01-30 05:06:00,2025-01-30 06:36:00,completed,6,,Night Flying
S11148,C167,I003,A013,Bangalore,2025-01-19 13:00:00,2025-01-19 14:30:00,2025-01-19 13:34:00,2025-01-19 15:04:00,completed,34,,Night Flying
S11149,C088,I017,A015,Bangalore,2025-04-17 14:00:00,2025-04-17 15:30:00,2025-04-17 14:39:00,2025-04-17 16:09:00,completed,39,,Navigation
S11150,C019,I019,A015,Pune,2025-02-24 07:00:00,2025-02-24 08:30:00,2025-02-24 07:40:00,2025-02-24 09:10:00,completed,40,,Night Flying
S11151,C154,I010,A001,Chennai,2025-03-04 10:00:00,2025-03-04 11:30:00,2025-03-04 10:28:00,2025-03-04 11:58:00,completed,28,,General Handling
S11152,C015,I016,A010,Pune,2025-02-23 13:00:00,2025-02-23 14:30:00,2025-02-23 14:09:00,2025-02-23 15:39:00,delayed,69,,Night Flying
S11153,C069,I011,A013,Mysuru,2025-06-12 06:00:00,2025-06-12 07:30:00,,,cancelled,0,Weather,Navigation
S11154,C026,I016,A010,Mysuru,2025-01-23 10:00:00,2025-01-23 11:30:00,2025-01-23 10:31:00,2025-01-23 12:01:00,completed,31,,Navigation
S11155,C083,I016,A001,Bangalore,2025-02-18 09:00:00,2025-02-18 10:30:00,2025-02-18 09:29:00,2025-02-18 10:59:00,completed,29,,General Handling
S11156,C128,I008,A001,Hyderabad,2025-04-12 05:00:00,2025-04-12 06:30:00,2025-04-12 05:05:00,2025-04-12 06:35:00,completed,5,,Cross Country
S11157,C055,I029,A022,Chennai,2025-03-15 18:00:00,2025-03-15 19:30:00,2025-03-15 18:10:00,2025-03-15 19:40:00,completed,10,,Cross Country
S11158,C103,I026,A016,Pune,2025-02-17 09:00:00,2025-02-17 10:30:00,2025-02-17 10:12:00,2025-02-17 11:42:00,delayed,72,,General Handling
S11159,C189,I028,A010,Mysuru,2025-03-14 11:00:00,2025-03-14 12:30:00,2025-03-14 11:50:00,2025-03-14 13:20:00,delayed,50,,Navigation
S11160,C190,I019,A016,Chennai,2025-02-15 06:00:00,2025-02-15 07:30:00,2025-02-15 06:14:00,2025-02-15 07:44:00,completed,14,,General Handling
S11161,C042,I020,A007,Chennai,2025-03-06 17:00:00,2025-03-06 18:30:00,2025-03-06 17:24:00,2025-03-06 18:54:00,completed,24,,Night Flying
S11162,C051,I007,A023,Hyderabad,2025-06-28 07:00:00,2025-06-28 08:30:00,2025-06-28 07:09:00,2025-06-28 08:39:00,completed,9,,Circuit
S11163,C050,I013,A006,Bangalore,2025-05-26 09:00:00,2025-05-26 10:30:00,2025-05-26 09:00:00,2025-05-26 10:30:00,completed,0,,Cross Country
S11164,C175,I008,A001,Hyderabad,2025-01-22 17:00:00,2025-01-22 18:30:00,2025-01-22 17:28:00,2025-01-22 18:58:00,completed,28,,Circuit
S11165,C068,I015,A024,Pune,2025-06-20 09:00:00,2025-06-20 10:30:00,2025-06-20 09:59:00,2025-06-20 11:29:00,delayed,59,,General Handling
S11166,C162,I010,A010,Mysuru,2025-04-09 11:00:00,2025-04-09 12:30:00,2025-04-09 11:03:00,2025-04-09 12:33:00,completed,3,,Night Flying
S11167,C120,I007,A005,Hyderabad,2025-03-29 18:00:00,2025-03-29 19:30:00,2025-03-29 18:16:00,2025-03-29 19:46:00,completed,16,,Cross Country
S11168,C025,I015,A013,Bangalore,2025-06-25 05:00:00,2025-06-25 06:30:00,2025-06-25 05:03:00,2025-06-25 06:33:00,completed,3,,Cross Country
S11169,C090,I004,A016,Bangalore,2025-01-13 17:00:00,2025-01-13 18:30:00,2025-01-13 17:15:00,2025-01-13 18:45:00,completed,15,,Night Flying
S11170,C178,I029,A019,Hyderabad,2025-05-15 18:00:00,2025-05-15 19:30:00,2025-05-15 18:04:00,2025-05-15 19:34:00,completed,4,,Navigation
S11171,C133,I021,A025,Bangalore,2025-04-24 14:00:00,2025-04-24 15:30:00,,,cancelled,0,Aircraft Defect,General Handling
S11172,C133,I008,A024,Bangalore,2025-01-28 11:00:00,2025-01-28 12:30:00,2025-01-28 11:12:00,2025-01-28 12:42:00,completed,12,,General Handling
S11173,C102,I025,A025,Pune,2025-02-04 06:00:00,2025-02-04 07:30:00,2025-02-04 06:16:00,2025-02-04 07:46:00,completed,16,,Navigation
S11174,C157,I026,A016,Pune,2025-02-15 05:00:00,2025-02-15 06:30:00,2025-02-15 05:10:00,2025-02-15 06:40:00,completed,10,,Circuit
S11175,C054,I030,A016,Chennai,2025-03-16 15:00:00,2025-03-16 16:30:00,2025-03-16 15:06:00,2025-03-16 16:36:00,completed,6,,Cross Country
S11176,C062,I030,A006,Pune,2025-03-28 11:00:00,2025-03-28 12:30:00,2025-03-28 11:04:00,2025-03-28 12:34:00,completed,4,,Cross Country
S11177,C146,I002,A020,Bangalore,2025-05-12 05:00:00,2025-05-12 06:30:00,2025-05-12 05:38:00,2025-05-12 07:08:00,completed,38,,General Handling
S11178,C057,I013,A006,Mysuru,2025-04-22 09:00:00,2025-04-22 10:30:00,2025-04-22 09:05:00,2025-04-22 10:35:00,completed,5,,Night Flying
S11179,C042,I008,A012,Chennai,2025-03-27 09:00:00,2025-03-27 10:30:00,2025-03-27 09:07:00,2025-03-27 10:37:00,completed,7,,Circuit
S11180,C061,I024,A013,Chennai,2025-02-25 15:00:00,2025-02-25 16:30:00,2025-02-25 15:12:00,2025-02-25 16:42:00,completed,12,,Cross Country
S11181,C121,I021,A025,Bangalore,2025-04-11 10:00:00,2025-04-11 11:30:00,,,cancelled,0,Weather,Navigation
S11182,C106,I003,A001,Chennai,2025-02-05 13:00:00,2025-02-05 14:30:00,2025-02-05 13:21:00,2025-02-05 14:51:00,completed,21,,Night Flying
S11183,C190,I012,A015,Chennai,2025-01-18 10:00:00,2025-01-18 11:30:00,2025-01-18 10:27:00,2025-01-18 11:57:00,completed,27,,General Handling
S11184,C047,I028,A017,Hyderabad,2025-05-22 06:00:00,2025-05-22 07:30:00,2025-05-22 06:28:00,2025-05-22 07:58:00,completed,28,,Night Flying
S11185,C047,I026,A016,Hyderabad,2025-01-26 15:00:00,2025-01-26 16:30:00,2025-01-26 15:23:00,2025-01-26 16:53:00,completed,23,,Cross Country
S11186,C080,I007,A023,Chennai,2025-05-21 07:00:00,2025-05-21 08:30:00,2025-05-21 07:36:00,2025-05-21 09:06:00,completed,36,,Navigation
S11187,C140,I014,A002,Mysuru,2025-06-30 10:00:00,2025-06-30 11:30:00,,,cancelled,0,Aircraft Defect,Circuit
S11188,C054,I016,A013,Chennai,2025-03-19 14:00:00,2025-03-19 15:30:00,2025-03-19 14:11:00,2025-03-19 15:41:00,completed,11,,Circuit
S11189,C028,I017,A016,Bangalore,2025-01-22 18:00:00,2025-01-22 19:30:00,,,cancelled,0,Weather,Night Flying
S11190,C176,I013,A016,Chennai,2025-01-30 15:00:00,2025-01-30 16:30:00,2025-01-30 15:06:00,2025-01-30 16:36:00,completed,6,,General Handling
S11191,C044,I010,A012,Pune,2025-02-10 14:00:00,2025-02-10 15:30:00,2025-02-10 14:37:00,2025-02-10 16:07:00,completed,37,,Night Flying
S11192,C157,I004,A015,Pune,2025-03-11 13:00:00,2025-03-11 14:30:00,2025-03-11 13:07:00,2025-03-11 14:37:00,completed,7,,General Handling
S11193,C149,I018,A001,Chennai,2025-01-29 09:00:00,2025-01-29 10:30:00,,,cancelled,0,Aircraft Defect,Navigation
S11194,C001,I029,A020,Bangalore,2025-01-22 08:00:00,2025-01-22 09:30:00,2025-01-22 09:35:00,2025-01-22 11:05:00,delayed,95,,General Handling
S11195,C055,I015,A001,Chennai,2025-06-27 16:00:00,2025-06-27 17:30:00,2025-06-27 17:20:00,2025-06-27 18:50:00,delayed,80,,Night Flying
S11196,C093,I027,A016,Bangalore,2025-05-29 08:00:00,2025-05-29 09:30:00,,,cancelled,0,Weather,Night Flying
S11197,C175,I013,A015,Hyderabad,2025-01-31 09:00:00,2025-01-31 10:30:00,2025-01-31 09:10:00,2025-01-31 10:40:00,completed,10,,Cross Country
S11198,C133,I013,A006,Bangalore,2025-03-24 07:00:00,2025-03-24 08:30:00,2025-03-24 07:00:00,2025-03-24 08:30:00,completed,0,,Navigation
S11199,C052,I010,A001,Hyderabad,2025-02-11 18:00:00,2025-02-11 19:30:00,2025-02-11 18:01:00,2025-02-11 19:31:00,completed,1,,Navigation
S11200,C139,I013,A015,Mysuru,2025-04-26 09:00:00,2025-04-26 10:30:00,2025-04-26 09:02:00,2025-04-26 10:32:00,completed,2,,Circuit
S11201,C162,I015,A010,Mysuru,2025-01-14 14:00:00,2025-01-14 15:30:00,2025-01-14 15:34:00,2025-01-14 17:04:00,delayed,94,,General Handling
S11202,C002,I004,A015,Pune,2025-06-29 09:00:00,2025-06-29 10:30:00,2025-06-29 09:27:00,2025-06-29 10:57:00,completed,27,,Night Flying
S11203,C094,I024,A012,Bangalore,2025-05-09 13:00:00,2025-05-09 14:30:00,2025-05-09 13:33:00,2025-05-09 15:03:00,completed,33,,Cross Country
S11204,C194,I010,A025,Mysuru,2025-04-14 10:00:00,2025-04-14 11:30:00,2025-04-14 10:39:00,2025-04-14 12:09:00,completed,39,,General Handling
S11205,C136,I013,A016,Hyderabad,2025-05-20 06:00:00,2025-05-20 07:30:00,2025-05-20 06:34:00,2025-05-20 08:04:00,completed,34,,Circuit
S11206,C080,I004,A016,Chennai,2025-04-29 07:00:00,2025-04-29 08:30:00,2025-04-29 07:38:00,2025-04-29 09:08:00,completed,38,,Navigation
S11207,C037,I024,A024,Mysuru,2025-03-05 15:00:00,2025-03-05 16:30:00,2025-03-05 15:24:00,2025-03-05 16:54:00,completed,24,,Cross Country
S11208,C061,I013,A016,Chennai,2025-06-21 10:00:00,2025-06-21 11:30:00,2025-06-21 10:38:00,2025-06-21 12:08:00,completed,38,,Navigation
S11209,C056,I007,A003,Chennai,2025-04-17 09:00:00,2025-04-17 10:30:00,2025-04-17 10:04:00,2025-04-17 11:34:00,delayed,64,,Night Flying
S11210,C151,I023,A016,Hyderabad,2025-02-01 10:00:00,2025-02-01 11:30:00,2025-02-01 10:12:00,2025-02-01 11:42:00,completed,12,,Circuit
S11211,C016,I013,A015,Hyderabad,2025-01-30 13:00:00,2025-01-30 14:30:00,2025-01-30 14:53:00,2025-01-30 16:23:00,delayed,113,,Navigation
S11212,C004,I007,A011,Mysuru,2025-01-25 06:00:00,2025-01-25 07:30:00,2025-01-25 06:12:00,2025-01-25 07:42:00,completed,12,,Navigation
S11213,C012,I026,A016,Mysuru,2025-05-13 10:00:00,2025-05-13 11:30:00,2025-05-13 10:08:00,2025-05-13 11:38:00,completed,8,,Circuit
S11214,C041,I008,A001,Mysuru,2025-01-27 10:00:00,2025-01-27 11:30:00,2025-01-27 10:25:00,2025-01-27 11:55:00,completed,25,,Night Flying
S11215,C126,I006,A016,Bangalore,2025-02-13 08:00:00,2025-02-13 09:30:00,2025-02-13 09:07:00,2025-02-13 10:37:00,delayed,67,,Circuit
S11216,C022,I006,A015,Chennai,2025-05-20 09:00:00,2025-05-20 10:30:00,2025-05-20 09:00:00,2025-05-20 10:30:00,completed,0,,Circuit
S11217,C010,I011,A012,Chennai,2025-02-07 16:00:00,2025-02-07 17:30:00,2025-02-07 16:16:00,2025-02-07 17:46:00,completed,16,,Cross Country
S11218,C194,I005,A004,Mysuru,2025-02-14 11:00:00,2025-02-14 12:30:00,2025-02-14 11:30:00,2025-02-14 13:00:00,completed,30,,Navigation
S11219,C016,I002,A007,Hyderabad,2025-06-11 08:00:00,2025-06-11 09:30:00,2025-06-11 08:50:00,2025-06-11 10:20:00,delayed,50,,Navigation
S11220,C004,I025,A013,Mysuru,2025-02-05 10:00:00,2025-02-05 11:30:00,,,cancelled,0,Aircraft Defect,Circuit
S11221,C096,I015,A017,Mysuru,2025-03-06 07:00:00,2025-03-06 08:30:00,2025-03-06 07:15:00,2025-03-06 08:45:00,completed,15,,Night Flying
S11222,C105,I025,A024,Bangalore,2025-04-19 12:00:00,2025-04-19 13:30:00,2025-04-19 12:02:00,2025-04-19 13:32:00,completed,2,,Cross Country
S11223,C135,I011,A017,Pune,2025-05-02 11:00:00,2025-05-02 12:30:00,2025-05-02 11:33:00,2025-05-02 13:03:00,delayed,33,,General Handling
S11224,C032,I028,A012,Mysuru,2025-02-04 14:00:00,2025-02-04 15:30:00,2025-02-04 14:12:00,2025-02-04 15:42:00,completed,12,,Night Flying
S11225,C161,I023,A015,Bangalore,2025-05-18 12:00:00,2025-05-18 13:30:00,2025-05-18 12:40:00,2025-05-18 14:10:00,completed,40,,Cross Country
S11226,C097,I023,A016,Pune,2025-04-12 12:00:00,2025-04-12 13:30:00,2025-04-12 12:19:00,2025-04-12 13:49:00,completed,19,,Navigation
S11227,C167,I017,A006,Bangalore,2025-05-19 16:00:00,2025-05-19 17:30:00,2025-05-19 16:31:00,2025-05-19 18:01:00,completed,31,,Cross Country
S11228,C007,I011,A013,Pune,2025-02-04 06:00:00,2025-02-04 07:30:00,2025-02-04 06:02:00,2025-02-04 07:32:00,completed,2,,Cross Country
S11229,C102,I007,A003,Pune,2025-06-16 10:00:00,2025-06-16 11:30:00,2025-06-16 10:52:00,2025-06-16 12:22:00,delayed,52,,General Handling
S11230,C112,I029,A022,Bangalore,2025-06-26 05:00:00,2025-06-26 06:30:00,2025-06-26 05:32:00,2025-06-26 07:02:00,delayed,32,,Circuit
S11231,C055,I022,A007,Chennai,2025-02-25 16:00:00,2025-02-25 17:30:00,2025-02-25 16:02:00,2025-02-25 17:32:00,completed,2,,General Handling
S11232,C153,I018,A012,Hyderabad,2025-01-19 05:00:00,2025-01-19 06:30:00,,,cancelled,0,Aircraft Defect,Night Flying
S11233,C103,I011,A017,Pune,2025-05-07 07:00:00,2025-05-07 08:30:00,2025-05-07 08:06:00,2025-05-07 09:36:00,delayed,66,,Cross Country
S11234,C047,I013,A006,Hyderabad,2025-02-05 10:00:00,2025-02-05 11:30:00,2025-02-05 10:17:00,2025-02-05 11:47:00,completed,17,,Circuit
S11235,C074,I001,A010,Chennai,2025-04-21 10:00:00,2025-04-21 11:30:00,2025-04-21 10:18:00,2025-04-21 11:48:00,completed,18,,Navigation
S11236,C003,I011,A017,Mysuru,2025-04-22 16:00:00,2025-04-22 17:30:00,2025-04-22 16:34:00,2025-04-22 18:04:00,completed,34,,Night Flying
S11237,C007,I024,A012,Pune,2025-06-21 08:00:00,2025-06-21 09:30:00,2025-06-21 09:45:00,2025-06-21 11:15:00,delayed,105,,Circuit
S11238,C178,I027,A015,Hyderabad,2025-05-05 18:00:00,2025-05-05 19:30:00,2025-05-05 19:25:00,2025-05-05 20:55:00,delayed,85,,Circuit
S11239,C055,I004,A015,Chennai,2025-05-29 13:00:00,2025-05-29 14:30:00,2025-05-29 13:20:00,2025-05-29 14:50:00,completed,20,,Circuit
S11240,C091,I005,A020,Bangalore,2025-02-26 13:00:00,2025-02-26 14:30:00,2025-02-26 13:06:00,2025-02-26 14:36:00,completed,6,,Night Flying
S11241,C006,I012,A015,Chennai,2025-02-13 17:00:00,2025-02-13 18:30:00,2025-02-13 17:32:00,2025-02-13 19:02:00,completed,32,,Night Flying
S11242,C083,I017,A016,Bangalore,2025-02-18 11:00:00,2025-02-18 12:30:00,2025-02-18 11:12:00,2025-02-18 12:42:00,completed,12,,Circuit
S11243,C025,I023,A016,Bangalore,2025-04-28 13:00:00,2025-04-28 14:30:00,,,cancelled,0,ATC Restriction,Cross Country
S11244,C059,I007,A007,Mysuru,2025-05-13 05:00:00,2025-05-13 06:30:00,2025-05-13 06:31:00,2025-05-13 08:01:00,delayed,91,,Navigation
S11245,C022,I010,A012,Chennai,2025-03-12 07:00:00,2025-03-12 08:30:00,2025-03-12 08:53:00,2025-03-12 10:23:00,delayed,113,,Circuit
S11246,C139,I008,A012,Mysuru,2025-04-01 12:00:00,2025-04-01 13:30:00,2025-04-01 12:14:00,2025-04-01 13:44:00,completed,14,,Navigation
S11247,C018,I021,A012,Bangalore,2025-05-14 14:00:00,2025-05-14 15:30:00,,,cancelled,0,Aircraft Defect,Night Flying
S11248,C078,I023,A015,Bangalore,2025-04-05 14:00:00,2025-04-05 15:30:00,2025-04-05 14:15:00,2025-04-05 15:45:00,completed,15,,Navigation
S11249,C065,I018,A017,Pune,2025-01-21 16:00:00,2025-01-21 17:30:00,2025-01-21 16:27:00,2025-01-21 17:57:00,completed,27,,Night Flying
S11250,C157,I003,A013,Pune,2025-06-01 07:00:00,2025-06-01 08:30:00,2025-06-01 07:05:00,2025-06-01 08:35:00,completed,5,,Circuit
S11251,C021,I020,A023,Bangalore,2025-03-23 08:00:00,2025-03-23 09:30:00,,,cancelled,0,Weather,General Handling
S11252,C200,I025,A013,Mysuru,2025-04-30 16:00:00,2025-04-30 17:30:00,2025-04-30 16:03:00,2025-04-30 17:33:00,completed,3,,General Handling
S11253,C076,I028,A024,Bangalore,2025-01-02 18:00:00,2025-01-02 19:30:00,2025-01-02 18:30:00,2025-01-02 20:00:00,completed,30,,Navigation
S11254,C072,I019,A015,Hyderabad,2025-05-07 12:00:00,2025-05-07 13:30:00,2025-05-07 12:23:00,2025-05-07 13:53:00,completed,23,,Navigation
S11255,C005,I006,A015,Bangalore,2025-05-23 13:00:00,2025-05-23 14:30:00,2025-05-23 14:08:00,2025-05-23 15:38:00,delayed,68,,Night Flying
S11256,C149,I001,A010,Chennai,2025-03-14 15:00:00,2025-03-14 16:30:00,2025-03-14 15:36:00,2025-03-14 17:06:00,completed,36,,Night Flying
S11257,C184,I023,A016,Bangalore,2025-06-06 17:00:00,2025-06-06 18:30:00,2025-06-06 17:25:00,2025-06-06 18:55:00,completed,25,,Circuit
S11258,C187,I005,A007,Mysuru,2025-03-30 12:00:00,2025-03-30 13:30:00,2025-03-30 12:24:00,2025-03-30 13:54:00,completed,24,,Night Flying
S11259,C143,I012,A006,Chennai,2025-04-17 16:00:00,2025-04-17 17:30:00,,,cancelled,0,Aircraft Defect,Cross Country
S11260,C020,I005,A014,Pune,2025-02-02 17:00:00,2025-02-02 18:30:00,2025-02-02 17:04:00,2025-02-02 18:34:00,completed,4,,Circuit
S11261,C176,I023,A006,Chennai,2025-05-20 05:00:00,2025-05-20 06:30:00,2025-05-20 05:20:00,2025-05-20 06:50:00,completed,20,,Night Flying
S11262,C112,I018,A012,Bangalore,2025-04-02 06:00:00,2025-04-02 07:30:00,2025-04-02 06:39:00,2025-04-02 08:09:00,completed,39,,General Handling
S11263,C106,I013,A015,Chennai,2025-05-22 09:00:00,2025-05-22 10:30:00,,,cancelled,0,Weather,General Handling
S11264,C196,I029,A023,Hyderabad,2025-03-13 16:00:00,2025-03-13 17:30:00,,,cancelled,0,Aircraft Defect,Circuit
S11265,C169,I011,A010,Chennai,2025-02-11 10:00:00,2025-02-11 11:30:00,2025-02-11 10:37:00,2025-02-11 12:07:00,completed,37,,General Handling
S11266,C134,I027,A016,Bangalore,2025-03-28 06:00:00,2025-03-28 07:30:00,2025-03-28 06:12:00,2025-03-28 07:42:00,completed,12,,Circuit
S11267,C181,I005,A014,Bangalore,2025-01-09 16:00:00,2025-01-09 17:30:00,2025-01-09 17:11:00,2025-01-09 18:41:00,delayed,71,,Night Flying
S11268,C175,I028,A025,Hyderabad,2025-01-18 10:00:00,2025-01-18 11:30:00,2025-01-18 10:18:00,2025-01-18 11:48:00,completed,18,,Navigation
S11269,C067,I025,A001,Pune,2025-05-29 11:00:00,2025-05-29 12:30:00,2025-05-29 11:56:00,2025-05-29 13:26:00,delayed,56,,General Handling
S11270,C052,I007,A019,Hyderabad,2025-01-29 16:00:00,2025-01-29 17:30:00,2025-01-29 16:06:00,2025-01-29 17:36:00,completed,6,,Navigation
S11271,C176,I012,A016,Chennai,2025-06-02 11:00:00,2025-06-02 12:30:00,2025-06-02 11:31:00,2025-06-02 13:01:00,completed,31,,General Handling
S11272,C033,I025,A017,Mysuru,2025-03-29 06:00:00,2025-03-29 07:30:00,2025-03-29 07:56:00,2025-03-29 09:26:00,delayed,116,,Circuit
S11273,C090,I028,A013,Bangalore,2025-04-20 08:00:00,2025-04-20 09:30:00,2025-04-20 08:25:00,2025-04-20 09:55:00,completed,25,,General Handling
S11274,C158,I006,A006,Chennai,2025-06-04 05:00:00,2025-06-04 06:30:00,2025-06-04 05:21:00,2025-06-04 06:51:00,completed,21,,Navigation
S11275,C074,I026,A015,Chennai,2025-03-06 06:00:00,2025-03-06 07:30:00,2025-03-06 06:31:00,2025-03-06 08:01:00,completed,31,,Circuit
S11276,C142,I022,A008,Hyderabad,2025-05-08 07:00:00,2025-05-08 08:30:00,2025-05-08 07:09:00,2025-05-08 08:39:00,completed,9,,Circuit
S11277,C019,I014,A011,Pune,2025-03-08 07:00:00,2025-03-08 08:30:00,,,cancelled,0,Aircraft Defect,Cross Country
S11278,C046,I024,A017,Hyderabad,2025-06-29 12:00:00,2025-06-29 13:30:00,2025-06-29 12:32:00,2025-06-29 14:02:00,completed,32,,Cross Country
S11279,C057,I003,A012,Mysuru,2025-01-11 16:00:00,2025-01-11 17:30:00,2025-01-11 16:12:00,2025-01-11 17:42:00,completed,12,,Circuit
S11280,C181,I024,A010,Bangalore,2025-02-25 15:00:00,2025-02-25 16:30:00,2025-02-25 15:34:00,2025-02-25 17:04:00,completed,34,,Navigation
S11281,C139,I007,A014,Mysuru,2025-02-05 13:00:00,2025-02-05 14:30:00,2025-02-05 13:40:00,2025-02-05 15:10:00,delayed,40,,Cross Country
S11282,C153,I027,A016,Hyderabad,2025-01-17 17:00:00,2025-01-17 18:30:00,,,cancelled,0,ATC Restriction,Night Flying
S11283,C018,I013,A016,Bangalore,2025-06-09 15:00:00,2025-06-09 16:30:00,2025-06-09 16:42:00,2025-06-09 18:12:00,delayed,102,,Circuit
S11284,C097,I006,A016,Pune,2025-04-01 18:00:00,2025-04-01 19:30:00,2025-04-01 18:19:00,2025-04-01 19:49:00,completed,19,,Cross Country
S11285,C086,I025,A010,Chennai,2025-06-24 18:00:00,2025-06-24 19:30:00,2025-06-24 18:20:00,2025-06-24 19:50:00,completed,20,,Circuit
S11286,C003,I018,A025,Mysuru,2025-01-31 06:00:00,2025-01-31 07:30:00,2025-01-31 06:10:00,2025-01-31 07:40:00,completed,10,,Cross Country
S11287,C162,I027,A006,Mysuru,2025-03-23 14:00:00,2025-03-23 15:30:00,2025-03-23 14:27:00,2025-03-23 15:57:00,completed,27,,Circuit
S11288,C097,I019,A006,Pune,2025-05-08 18:00:00,2025-05-08 19:30:00,2025-05-08 18:13:00,2025-05-08 19:43:00,completed,13,,Navigation
S11289,C015,I010,A012,Pune,2025-01-23 09:00:00,2025-01-23 10:30:00,2025-01-23 09:38:00,2025-01-23 11:08:00,completed,38,,Circuit
S11290,C036,I008,A017,Chennai,2025-03-03 06:00:00,2025-03-03 07:30:00,2025-03-03 06:01:00,2025-03-03 07:31:00,completed,1,,Night Flying
S11291,C184,I027,A006,Bangalore,2025-05-09 11:00:00,2025-05-09 12:30:00,2025-05-09 11:10:00,2025-05-09 12:40:00,completed,10,,Circuit
S11292,C183,I013,A006,Bangalore,2025-01-14 18:00:00,2025-01-14 19:30:00,2025-01-14 18:27:00,2025-01-14 19:57:00,completed,27,,General Handling
S11293,C030,I029,A007,Hyderabad,2025-05-29 09:00:00,2025-05-29 10:30:00,2025-05-29 09:01:00,2025-05-29 10:31:00,completed,1,,Navigation
S11294,C198,I020,A002,Hyderabad,2025-03-02 18:00:00,2025-03-02 19:30:00,2025-03-02 18:34:00,2025-03-02 20:04:00,completed,34,,Navigation
S11295,C007,I003,A013,Pune,2025-05-11 17:00:00,2025-05-11 18:30:00,2025-05-11 17:32:00,2025-05-11 19:02:00,delayed,32,,Circuit
S11296,C102,I016,A001,Pune,2025-06-30 11:00:00,2025-06-30 12:30:00,2025-06-30 11:19:00,2025-06-30 12:49:00,completed,19,,Night Flying
S11297,C055,I002,A014,Chennai,2025-04-06 16:00:00,2025-04-06 17:30:00,2025-04-06 16:05:00,2025-04-06 17:35:00,completed,5,,Navigation
S11298,C144,I012,A015,Chennai,2025-01-12 07:00:00,2025-01-12 08:30:00,2025-01-12 07:04:00,2025-01-12 08:34:00,completed,4,,Night Flying
S11299,C139,I011,A013,Mysuru,2025-02-09 09:00:00,2025-02-09 10:30:00,2025-02-09 09:39:00,2025-02-09 11:09:00,delayed,39,,General Handling
S11300,C043,I018,A013,Hyderabad,2025-01-07 13:00:00,2025-01-07 14:30:00,2025-01-07 13:05:00,2025-01-07 14:35:00,completed,5,,Cross Country
S11301,C140,I018,A012,Mysuru,2025-01-12 07:00:00,2025-01-12 08:30:00,2025-01-12 07:33:00,2025-01-12 09:03:00,completed,33,,General Handling
S11302,C176,I020,A019,Chennai,2025-04-19 06:00:00,2025-04-19 07:30:00,2025-04-19 06:27:00,2025-04-19 07:57:00,completed,27,,Night Flying
